destination,destination_type,from_location,state,region,trip_type,transport,season,num_days,budget,accommodation_cost,food_cost,entry_fee,travel_time,rating,total_cost,feasible
Kurukshetra,Spiritual,Hyderabad,Haryana,North,Friends,Flight,Autumn,8,15636,2400,760,0,4.0,4.2,25280,0
Fatehpur Sikri,Heritage,Lucknow,Uttar Pradesh,North,Couple,Bus,Monsoon,4,6602,2380,680,500,4.0,4.5,12740,0
Karaikal,Spiritual,Bangalore,Puducherry,South,Senior,Car,Summer,8,45927,2080,585,0,4.0,4.1,21320,1
Dibrugarh,Heritage,Bangalore,Assam,Northeast,Solo,Car,Monsoon,7,8056,1500,450,0,17.0,4.0,13650,0
Moirang,Heritage,Jaipur,Manipur,Northeast,Family,Car,Winter,7,50940,3250,1000,50,21.0,4.1,29800,1
Moirang,Heritage,Jaipur,Manipur,Northeast,Solo,Bus,Winter,6,3970,1300,400,50,21.0,4.1,10250,0
Shimla,Hill Station,Hyderabad,Himachal Pradesh,North,Solo,Flight,Monsoon,9,11911,2200,580,50,10.0,4.4,25070,0
Vikramshila,Heritage,Jaipur,Bihar,East,Couple,Bike,Autumn,7,34652,1870,510,50,13.0,4.1,16710,1
Unakoti,Heritage,Lucknow,Tripura,Northeast,Couple,Train,Monsoon,8,11666,2040,595,50,23.0,4.4,21130,0
Gurudongmar Lake,Nature,Kolkata,Sikkim,Northeast,Couple,Flight,Summer,3,7327,3400,935,0,16.0,4.8,13005,0
Dalhousie,Hill Station,Kolkata,Himachal Pradesh,North,Solo,Train,Monsoon,5,15253,1800,500,0,11.0,4.3,11500,1
India Gate,Heritage,Ahmedabad,Delhi,North,Solo,Train,Monsoon,10,9297,2000,600,0,5.0,4.5,26000,0
Kasol,Nature,Bangalore,Himachal Pradesh,North,Solo,Bus,Summer,2,8713,1500,500,0,13.0,4.4,4000,1
Ghoghla Beach,Beach,Ahmedabad,Daman & Diu,West,Friends,Train,Autumn,5,19630,4000,1100,0,5.0,4.2,25500,0
Munnar,Nature,Chennai,Kerala,South,Couple,Train,Autumn,5,21153,4250,1020,100,6.0,4.5,26450,0
Goa,Beach,Bangalore,Goa,South,Couple,Train,Summer,6,68811,4250,1360,0,5.0,4.5,33660,1
Magnetic Hill Leh,Nature,Bangalore,Ladakh,North,Solo,Train,Winter,2,5263,1800,500,0,23.0,4.3,4600,1
Delhi,Heritage,Hyderabad,Delhi,North,Couple,Flight,Monsoon,9,68483,4250,1190,300,5.0,4.2,49260,1
Pune,City,Kolkata,Maharashtra,West,Senior,Flight,Spring,2,11832,3250,910,50,3.0,4.2,8370,1
Along,Adventure,Pune,Arunachal Pradesh,Northeast,Family,Bus,Spring,4,23177,3500,1000,0,22.0,4.1,18000,1
Dirang,Hill Station,Kolkata,Arunachal Pradesh,Northeast,Solo,Train,Autumn,6,16879,1400,400,0,18.0,4.3,10800,1
Betla National Park,Wildlife,Lucknow,Jharkhand,East,Family,Train,Winter,4,41942,4000,1125,200,6.0,4.3,20700,1
Panhala Fort,Heritage,Bangalore,Maharashtra,West,Family,Train,Winter,6,16620,3750,1125,50,6.0,4.2,29300,0
Naida Caves,Nature,Delhi,Daman & Diu,West,Family,Bus,Spring,5,42169,5000,1375,0,5.0,4.3,31875,1
Chikmagalur,Nature,Chennai,Karnataka,South,Couple,Flight,Spring,8,48884,3400,935,50,6.0,4.4,34730,1
Palolem Beach,Beach,Bangalore,Goa,West,Family,Train,Spring,5,55345,6250,1750,0,5.0,4.5,40000,1
Pilak,Heritage,Lucknow,Tripura,Northeast,Couple,Train,Winter,7,23019,2040,595,50,24.0,4.2,18495,1
Vikramshila,Heritage,Pune,Bihar,East,Friends,Flight,Monsoon,4,7467,2200,600,50,13.0,4.1,11250,0
INS Khukri Memorial,Heritage,Mumbai,Daman & Diu,West,Friends,Bus,Spring,7,28617,4000,1100,0,5.0,4.2,35700,0
Damanganga River,Nature,Hyderabad,Daman & Diu,West,Solo,Flight,Spring,7,19396,1800,500,0,4.0,4.0,16100,1
Kalimpong,Hill Station,Lucknow,West Bengal,East,Senior,Train,Spring,4,15349,2340,650,0,13.0,4.3,11960,1
Warangal,Heritage,Lucknow,Telangana,South,Couple,Car,Autumn,4,18277,2040,680,150,3.0,4.2,11030,1
Karaikal,Spiritual,Pune,Puducherry,South,Senior,Bus,Monsoon,7,9932,2080,585,0,4.0,4.1,18655,0
Kapurthala,Heritage,Mumbai,Punjab,North,Family,Flight,Monsoon,3,18211,3250,1000,50,7.0,4.1,12800,1
Bhaderwah,Hill Station,Chennai,Jammu & Kashmir,North,Family,Car,Spring,3,22433,4500,1250,0,12.0,4.4,17250,1
Horsley Hills,Hill Station,Pune,Andhra Pradesh,South,Family,Bus,Autumn,6,23371,3750,1000,50,7.0,4.1,28550,0
Sarnath,Heritage,Lucknow,Uttar Pradesh,North,Couple,Train,Summer,5,23105,2720,765,200,8.0,4.5,17625,1
Cooch Behar,Heritage,Jaipur,West Bengal,East,Family,Flight,Winter,6,21359,3500,1000,50,7.0,4.2,27050,0
Sri Aurobindo Ashram,Spiritual,Bangalore,Puducherry,South,Family,Flight,Spring,9,33821,5000,1500,0,3.0,4.6,58500,0
Kerala Backwaters,Nature,Pune,Kerala,South,Solo,Flight,Monsoon,6,32663,3000,700,50,10.0,4.7,22250,1
Fatehgarh Sahib,Spiritual,Bangalore,Punjab,North,Couple,Car,Spring,4,21946,2040,595,0,4.0,4.3,10540,1
Shillong,Hill Station,Jaipur,Meghalaya,Northeast,Couple,Train,Winter,7,21079,3060,850,0,16.0,4.4,27370,0
Puri,Spiritual,Mumbai,Odisha,East,Friends,Train,Spring,5,36205,3000,900,0,9.0,4.4,19500,1
Rose Garden Chandigarh,Nature,Bangalore,Chandigarh,North,Family,Bike,Spring,9,64818,5000,1500,30,5.0,4.3,58530,1
Ludhiana,City,Chennai,Punjab,North,Family,Car,Winter,7,54777,4000,1250,50,5.0,3.9,36800,1
Pachmarhi,Hill Station,Bangalore,Madhya Pradesh,Central,Senior,Bike,Autumn,8,20311,2340,650,100,9.0,4.4,24020,0
Ahmedabad,Heritage,Pune,Gujarat,West,Couple,Bike,Spring,5,35277,3060,935,100,7.0,4.3,20075,1
Mainpat,Hill Station,Hyderabad,Chhattisgarh,Central,Couple,Bus,Summer,4,14138,2210,595,0,10.0,4.2,11220,1
Mawsynram,Nature,Chennai,Meghalaya,Northeast,Couple,Flight,Winter,7,46053,2380,680,0,17.0,4.4,21420,1
Pahalgam,Hill Station,Jaipur,Jammu & Kashmir,North,Senior,Car,Spring,6,29343,3250,845,0,13.0,4.5,24570,1
Munger,Heritage,Bangalore,Bihar,East,Solo,Bus,Summer,9,23847,1200,350,50,12.0,4.0,14000,1
Arambol,Beach,Jaipur,Goa,West,Family,Train,Summer,5,60264,5000,1500,0,5.0,4.3,32500,1
Red Fort,Heritage,Jaipur,Delhi,North,Solo,Bus,Summer,4,6954,2500,700,500,5.0,4.5,13300,0
Haridwar,Spiritual,Kolkata,Uttarakhand,North,Friends,Train,Winter,9,27532,2600,840,0,6.0,4.4,30960,0
Dudhwa National Park,Wildlife,Jaipur,Uttar Pradesh,North,Couple,Flight,Summer,8,15174,3400,935,300,8.0,4.4,34980,0
Mahabalipuram,Heritage,Jaipur,Tamil Nadu,South,Senior,Car,Winter,2,2241,2340,650,400,6.0,4.5,6380,0
Kapurthala,Heritage,Hyderabad,Punjab,North,Senior,Car,Spring,9,22804,1690,520,50,7.0,4.1,19940,1
Sector 17 Chandigarh,City,Lucknow,Chandigarh,North,Couple,Train,Monsoon,2,6792,3740,1105,0,5.0,4.1,9690,0
Saputara,Hill Station,Delhi,Gujarat,West,Family,Bike,Winter,7,40769,3750,1125,50,6.0,4.1,34175,1
Tamenglong,Nature,Delhi,Manipur,Northeast,Senior,Train,Monsoon,6,23144,1690,520,0,23.0,4.2,13260,1
Lepakshi,Heritage,Kolkata,Andhra Pradesh,South,Solo,Flight,Monsoon,10,6616,1200,350,50,4.0,4.3,15550,0
Vaishno Devi,Spiritual,Lucknow,Jammu & Kashmir,North,Couple,Bus,Summer,9,80303,3400,935,0,11.0,4.8,39015,1
Srinagar,Hill Station,Lucknow,Jammu & Kashmir,North,Solo,Flight,Monsoon,2,8939,3000,700,0,12.0,4.6,7400,1
Port Blair,Heritage,Kolkata,Andaman & Nicobar,South,Family,Bike,Autumn,9,63872,6250,1750,50,14.0,4.2,72050,0
Kangla Fort,Heritage,Lucknow,Manipur,Northeast,Friends,Bike,Winter,5,23523,2800,800,50,20.0,4.3,18050,1
Gir National Park,Wildlife,Pune,Gujarat,West,Senior,Train,Spring,4,36485,3250,780,600,7.0,4.6,16720,1
Trishna Wildlife Sanctuary,Wildlife,Bangalore,Tripura,Northeast,Friends,Car,Monsoon,8,28878,2600,800,100,23.0,4.2,27300,1
Dongargarh,Spiritual,Ahmedabad,Chhattisgarh,Central,Senior,Car,Winter,4,16192,1560,455,0,7.0,4.2,8060,1
Kerala Backwaters,Nature,Chennai,Kerala,South,Senior,Bike,Spring,2,7518,3900,910,50,10.0,4.7,9670,0
Port Blair,Heritage,Ahmedabad,Andaman & Nicobar,South,Solo,Flight,Winter,3,12643,2500,700,50,14.0,4.2,9650,1
Bishnupur Manipur,Heritage,Chennai,Manipur,Northeast,Couple,Bus,Winter,7,13553,2210,680,50,21.0,4.1,20280,0
Androth Island,Heritage,Kolkata,Lakshadweep,South,Couple,Bike,Summer,8,59135,5100,1275,0,20.0,4.3,51000,1
Gangtok,Hill Station,Jaipur,Sikkim,Northeast,Senior,Flight,Summer,4,9388,2600,754,100,16.0,4.6,13516,0
Yercaud,Hill Station,Hyderabad,Tamil Nadu,South,Family,Flight,Winter,5,18446,4000,1200,50,7.0,4.1,26050,0
Bodh Gaya,Spiritual,Delhi,Bihar,East,Friends,Train,Winter,3,16985,2400,800,0,10.0,4.6,9600,1
Shillong,Hill Station,Chennai,Meghalaya,Northeast,Family,Flight,Monsoon,2,24222,4500,1250,0,16.0,4.4,11500,1
Kanger Valley,Wildlife,Mumbai,Chhattisgarh,Central,Solo,Bus,Monsoon,10,31423,1500,400,100,11.0,4.3,19100,1
Gir National Park,Wildlife,Bangalore,Gujarat,West,Solo,Train,Autumn,10,22064,2500,600,600,7.0,4.6,31600,0
Sanchi,Heritage,Chennai,Madhya Pradesh,Central,Friends,Flight,Summer,2,11709,2800,800,250,8.0,4.4,7450,1
Chitrakoot,Spiritual,Ahmedabad,Uttar Pradesh,North,Couple,Flight,Monsoon,7,10415,2210,680,0,8.0,4.3,20230,0
Silvassa,Nature,Delhi,Dadra & Nagar Haveli,West,Senior,Flight,Monsoon,3,8205,2340,650,0,4.0,4.0,8970,0
Daringbadi,Hill Station,Jaipur,Odisha,East,Family,Car,Monsoon,7,41922,3500,1000,0,9.0,4.3,31500,1
Panaji,Heritage,Delhi,Goa,West,Senior,Flight,Summer,3,9188,3250,910,50,4.0,4.3,12530,0
Netarhat,Hill Station,Kolkata,Jharkhand,East,Couple,Bus,Monsoon,8,33176,2040,680,0,9.0,4.2,21760,1
Morjim Beach,Beach,Kolkata,Goa,West,Senior,Flight,Winter,5,44228,3250,910,0,4.0,4.2,20800,1
Gurudwara Nada Sahib,Spiritual,Jaipur,Chandigarh,North,Solo,Bike,Winter,8,30324,1800,500,0,5.0,4.4,18400,1
Red Fort,Heritage,Bangalore,Delhi,North,Senior,Bike,Monsoon,6,17325,3250,910,500,5.0,4.5,25460,0
Tribal Museum DNH,Heritage,Ahmedabad,Dadra & Nagar Haveli,West,Solo,Bike,Winter,8,20686,1500,450,50,4.0,4.0,15650,1
Sasaram,Heritage,Kolkata,Bihar,East,Couple,Car,Winter,8,18129,1870,510,50,10.0,4.0,19090,0
Jowai,Nature,Kolkata,Meghalaya,Northeast,Couple,Bike,Summer,3,11079,2380,680,0,17.0,4.2,9180,1
Kasol,Nature,Mumbai,Himachal Pradesh,North,Friends,Train,Autumn,5,25551,3000,1000,0,13.0,4.4,20000,1
Kedarnath,Spiritual,Lucknow,Uttarakhand,North,Family,Car,Autumn,5,19699,3750,1125,0,13.0,4.7,24375,0
Pulicat Lake,Nature,Ahmedabad,Andhra Pradesh,South,Senior,Car,Monsoon,2,8018,1560,455,0,5.0,4.0,4030,1
Adilabad,Nature,Lucknow,Telangana,South,Family,Car,Monsoon,6,19189,3500,1000,100,4.0,4.1,27100,0
Patan,Heritage,Pune,Gujarat,West,Solo,Car,Monsoon,2,6500,1300,350,50,6.0,4.4,3350,1
Akshardham Temple Delhi,Spiritual,Bangalore,Delhi,North,Senior,Train,Monsoon,2,11756,2600,780,0,5.0,4.6,6760,1
Adilabad,Nature,Ahmedabad,Telangana,South,Family,Bus,Spring,10,36578,3500,1000,100,4.0,4.1,45100,0
Shanti Stupa Leh,Spiritual,Chennai,Ladakh,North,Family,Car,Monsoon,5,32226,4500,1250,0,23.0,4.6,28750,1
Alchi Monastery,Spiritual,Lucknow,Ladakh,North,Friends,Car,Autumn,9,23501,3000,900,100,23.0,4.4,35200,0
Androth Island,Heritage,Lucknow,Lakshadweep,South,Family,Car,Monsoon,7,130442,7500,1875,0,20.0,4.3,65625,1
Vaishali,Heritage,Kolkata,Bihar,East,Senior,Bus,Summer,8,17778,1560,455,50,10.0,4.2,16170,1
Double Decker Root Bridge,Nature,Mumbai,Meghalaya,Northeast,Solo,Train,Spring,5,3627,1400,400,0,17.0,4.8,9000,0
Pahalgam,Hill Station,Chennai,Jammu & Kashmir,North,Senior,Flight,Spring,4,27564,3250,845,0,13.0,4.5,16380,1
Pinjore Gardens Chandigarh,Heritage,Mumbai,Chandigarh,North,Solo,Train,Summer,7,10999,1800,550,30,5.0,4.3,16480,0
Paradise Beach Pondicherry,Beach,Jaipur,Puducherry,South,Senior,Flight,Monsoon,10,54712,2600,780,150,3.0,4.1,33950,1
Patan,Heritage,Bangalore,Gujarat,West,Senior,Bike,Monsoon,4,11107,1690,455,50,6.0,4.4,8630,1
Nagoa Beach Diu,Beach,Mumbai,Daman & Diu,West,Family,Flight,Monsoon,5,25964,6250,1625,0,5.0,4.1,39375,0
Vaishali,Heritage,Hyderabad,Bihar,East,Couple,Bike,Winter,2,6149,2040,595,50,10.0,4.2,5320,1
Orchha,Heritage,Chennai,Madhya Pradesh,Central,Solo,Car,Monsoon,5,3709,1500,480,250,9.0,4.4,10150,0
Panhala Fort,Heritage,Kolkata,Maharashtra,West,Solo,Train,Summer,4,2894,1500,450,50,6.0,4.2,7850,0
Zunheboto,Nature,Delhi,Nagaland,Northeast,Solo,Train,Autumn,6,18278,1300,400,0,23.0,4.1,10200,1
Bhitarkanika,Wildlife,Delhi,Odisha,East,Friends,Car,Monsoon,2,3322,3000,900,200,9.0,4.5,8000,0
Imphal,Heritage,Jaipur,Manipur,Northeast,Friends,Train,Autumn,6,45941,3000,900,100,18.0,4.2,23500,1
Nubra Valley,Adventure,Jaipur,Ladakh,North,Family,Flight,Summer,7,29481,5000,1375,0,24.0,4.7,44625,0
Gulmarg,Adventure,Delhi,Jammu & Kashmir,North,Couple,Bus,Monsoon,5,18410,5950,1360,500,14.0,4.7,37050,0
Bhitarkanika,Wildlife,Ahmedabad,Odisha,East,Solo,Car,Spring,10,32740,1500,450,200,9.0,4.5,19700,1
Raipur,City,Hyderabad,Chhattisgarh,Central,Couple,Train,Autumn,6,26954,2550,765,0,8.0,3.9,19890,1
Haflong,Hill Station,Lucknow,Assam,Northeast,Solo,Bus,Spring,5,13785,1400,400,0,18.0,4.2,9000,1
Saranda Forest,Wildlife,Jaipur,Jharkhand,East,Family,Car,Spring,6,11215,3500,1000,100,8.0,4.2,27100,0
Mount Abu,Hill Station,Ahmedabad,Rajasthan,North,Solo,Train,Winter,6,15775,1800,520,50,8.0,4.2,13970,1
Jampui Hills,Hill Station,Lucknow,Tripura,Northeast,Senior,Bike,Autumn,7,25518,1690,520,0,24.0,4.3,15470,1
Zanskar Valley,Adventure,Bangalore,Ladakh,North,Friends,Bike,Summer,9,49422,3600,1000,0,28.0,4.8,41400,1
Daringbadi,Hill Station,Jaipur,Odisha,East,Couple,Train,Autumn,7,39268,2380,680,0,9.0,4.3,21420,1
Jagdalpur,Heritage,Delhi,Chhattisgarh,Central,Friends,Bus,Summer,5,5160,2000,700,80,13.0,4.1,13580,0
Wokha,Nature,Chennai,Nagaland,Northeast,Senior,Flight,Spring,3,8693,1690,520,0,22.0,4.1,6630,1
Thanjavur,Heritage,Chennai,Tamil Nadu,South,Solo,Flight,Winter,7,24934,1500,450,250,8.0,4.4,13900,1
Dimapur,Heritage,Lucknow,Nagaland,Northeast,Couple,Car,Winter,4,25799,2550,765,50,21.0,4.0,13310,1
Jampui Hills,Hill Station,Kolkata,Tripura,Northeast,Family,Flight,Spring,7,32360,3250,1000,0,24.0,4.3,29750,1
Cotigao Wildlife Sanctuary,Wildlife,Kolkata,Goa,West,Friends,Bus,Summer,2,6929,4000,1200,200,5.0,4.2,10600,0
Hazaribagh,Wildlife,Chennai,Jharkhand,East,Couple,Bus,Summer,7,27587,2380,680,100,5.0,4.1,21520,1
Chilika Lake,Nature,Pune,Odisha,East,Couple,Bike,Summer,9,30192,3060,850,200,9.0,4.5,35390,0
Dumboor Lake,Nature,Hyderabad,Tripura,Northeast,Family,Train,Autumn,5,37644,3250,1000,0,23.0,4.3,21250,1
Bomdila,Hill Station,Delhi,Arunachal Pradesh,Northeast,Solo,Bus,Winter,3,10624,1500,400,0,16.0,4.2,5700,1
Jim Corbett,Wildlife,Kolkata,Uttarakhand,North,Senior,Bus,Monsoon,2,22550,4550,1040,500,5.0,4.6,11680,1
Alchi Monastery,Spiritual,Bangalore,Ladakh,North,Senior,Car,Autumn,6,11684,1950,585,100,23.0,4.4,15310,0
Pobitora,Wildlife,Mumbai,Assam,Northeast,Couple,Train,Summer,8,55494,3060,850,300,14.0,4.3,31580,1
Dirang,Hill Station,Mumbai,Arunachal Pradesh,Northeast,Solo,Bike,Monsoon,2,6152,1400,400,0,18.0,4.3,3600,1
Rann of Kutch,Desert,Chennai,Gujarat,West,Friends,Train,Winter,8,47761,4000,1200,100,8.0,4.7,41700,1
Belur Halebidu,Heritage,Mumbai,Karnataka,South,Family,Car,Monsoon,5,48086,3500,1000,200,6.0,4.5,22700,1
Yanam,Heritage,Pune,Puducherry,South,Couple,Bus,Winter,10,49299,2550,765,0,6.0,4.0,33150,1
Calangute Beach,Beach,Chennai,Goa,West,Friends,Flight,Summer,4,53404,7000,1800,0,4.0,4.4,35200,1
Pondicherry,Heritage,Chennai,Puducherry,South,Friends,Car,Spring,9,17364,4000,1200,0,6.0,4.3,46800,0
Trishna Wildlife Sanctuary,Wildlife,Bangalore,Tripura,Northeast,Senior,Flight,Summer,9,37414,1690,520,100,23.0,4.2,19990,1
Belur Halebidu,Heritage,Mumbai,Karnataka,South,Solo,Train,Autumn,5,17224,1400,400,200,6.0,4.5,9200,1
Kalimpong,Hill Station,Ahmedabad,West Bengal,East,Solo,Train,Monsoon,9,43367,1800,500,0,13.0,4.3,20700,1
Shantiniketan,Heritage,Mumbai,West Bengal,East,Senior,Bus,Autumn,6,14608,2080,585,50,4.0,4.4,16040,0
Kamalasagar,Spiritual,Ahmedabad,Tripura,Northeast,Solo,Car,Monsoon,3,3669,1200,350,0,22.0,4.1,4650,0
Nagoa Beach Diu,Beach,Delhi,Daman & Diu,West,Friends,Train,Summer,3,31447,5000,1300,0,5.0,4.4,18900,1
Kasol,Nature,Bangalore,Himachal Pradesh,North,Senior,Bike,Winter,8,30862,1950,650,0,13.0,4.4,20800,1
Netarhat,Hill Station,Bangalore,Jharkhand,East,Family,Car,Monsoon,7,30105,3000,1000,0,9.0,4.2,28000,1
Shimla,Hill Station,Lucknow,Himachal Pradesh,North,Couple,Car,Winter,4,37593,3740,986,50,10.0,4.4,18954,1
Kullu,Adventure,Ahmedabad,Himachal Pradesh,North,Couple,Bike,Winter,8,41469,3400,935,0,12.0,4.3,34680,1
Ranthambore,Wildlife,Ahmedabad,Rajasthan,North,Senior,Car,Spring,3,21853,4550,1040,400,7.0,4.6,17170,1
Damanganga River,Nature,Chennai,Daman & Diu,West,Senior,Flight,Summer,10,40273,2340,650,0,4.0,4.0,29900,1
Srikalahasti,Spiritual,Ahmedabad,Andhra Pradesh,South,Friends,Car,Winter,4,23681,2400,700,100,5.0,4.3,12500,1
Hyderabad,Heritage,Hyderabad,Telangana,South,Family,Flight,Autumn,2,5714,5000,1500,100,5.0,4.3,13100,0
Madurai,Spiritual,Lucknow,Tamil Nadu,South,Family,Bus,Summer,2,19971,4000,1200,0,8.0,4.5,10400,1
Sukhna Lake,Nature,Bangalore,Chandigarh,North,Solo,Train,Monsoon,6,7819,2000,600,0,5.0,4.4,15600,0
Muktsar Sahib,Spiritual,Jaipur,Punjab,North,Solo,Bike,Winter,3,2968,1200,350,0,6.0,4.2,4650,0
Gangtok,Hill Station,Mumbai,Sikkim,Northeast,Solo,Car,Spring,4,9683,2000,580,100,16.0,4.5,10420,0
Vaishali,Heritage,Ahmedabad,Bihar,East,Family,Flight,Spring,10,47066,3000,875,50,10.0,4.2,38800,1
Gangtok,Hill Station,Chennai,Sikkim,Northeast,Couple,Flight,Spring,5,15775,3400,986,100,16.0,4.5,22030,0
Hauz Khas,Heritage,Ahmedabad,Delhi,North,Family,Flight,Monsoon,4,59608,6250,1750,0,5.0,4.3,32000,1
Bitra Island,Nature,Bangalore,Lakshadweep,South,Friends,Train,Winter,8,67657,3000,1000,0,20.0,4.2,32000,1
Dudhwa National Park,Wildlife,Lucknow,Uttar Pradesh,North,Senior,Bike,Winter,4,20293,2600,715,300,8.0,4.4,13560,1
Jampui Hills,Hill Station,Mumbai,Tripura,Northeast,Senior,Bus,Autumn,5,12183,1690,520,0,24.0,4.3,11050,1
Pulicat Lake,Nature,Chennai,Andhra Pradesh,South,Senior,Car,Winter,7,27695,1560,455,0,5.0,4.0,14105,1
Mahabaleshwar,Hill Station,Jaipur,Maharashtra,West,Couple,Bus,Winter,3,29523,3740,1020,0,4.0,4.3,14280,1
Tuensang,Heritage,Jaipur,Nagaland,Northeast,Senior,Bike,Winter,3,3650,1690,520,0,24.0,4.1,6630,0
Chilika Lake,Nature,Lucknow,Odisha,East,Friends,Flight,Spring,10,28781,3600,1000,200,9.0,4.5,46200,0
Konkan Coast,Beach,Bangalore,Maharashtra,West,Couple,Train,Autumn,7,51807,3400,1020,0,5.0,4.4,30940,1
Naida Caves,Nature,Hyderabad,Daman & Diu,West,Solo,Flight,Summer,8,23072,2000,550,0,5.0,4.3,20400,1
Agumbe,Nature,Delhi,Karnataka,South,Couple,Flight,Autumn,6,24499,2380,680,0,6.0,4.4,18360,1
Chamba,Heritage,Kolkata,Himachal Pradesh,North,Couple,Flight,Summer,8,51545,2720,765,50,12.0,4.3,27930,1
Mawsynram,Nature,Bangalore,Meghalaya,Northeast,Senior,Train,Spring,7,28497,1820,520,0,17.0,4.4,16380,1
Rajgir,Spiritual,Kolkata,Bihar,East,Solo,Flight,Autumn,5,8198,1100,380,50,11.0,4.2,7450,1
Hauz Khas,Heritage,Hyderabad,Delhi,North,Couple,Car,Summer,7,67599,4250,1190,0,5.0,4.3,38080,1
Champhai,Nature,Jaipur,Mizoram,Northeast,Friends,Bus,Monsoon,6,8675,2600,800,0,25.0,4.3,20400,0
Bekal,Heritage,Bangalore,Kerala,South,Couple,Car,Summer,7,32802,3400,935,50,8.0,4.3,30395,1
Sanchi,Heritage,Kolkata,Madhya Pradesh,Central,Friends,Bus,Autumn,5,30490,2800,800,250,8.0,4.4,18250,1
Nainital,Hill Station,Mumbai,Uttarakhand,North,Couple,Car,Monsoon,10,28869,3400,986,50,8.0,4.4,43910,0
Saputara,Hill Station,Kolkata,Gujarat,West,Friends,Train,Monsoon,4,28552,3000,900,50,6.0,4.1,15650,1
Dumboor Lake,Nature,Kolkata,Tripura,Northeast,Senior,Flight,Summer,8,10015,1690,520,0,23.0,4.3,17680,0
Mandvi,Beach,Kolkata,Gujarat,West,Solo,Bike,Spring,10,41667,2000,500,0,8.0,4.2,25000,1
Dachigam National Park,Wildlife,Pune,Jammu & Kashmir,North,Solo,Car,Autumn,9,40909,2500,650,200,12.0,4.4,28550,1
Jammu,Spiritual,Ahmedabad,Jammu & Kashmir,North,Friends,Car,Autumn,6,24750,3600,1000,0,11.0,4.2,27600,0
Palak Dil,Nature,Delhi,Mizoram,Northeast,Friends,Train,Autumn,9,50112,2600,800,50,26.0,4.3,30650,1
Vaishno Devi,Spiritual,Hyderabad,Jammu & Kashmir,North,Senior,Flight,Summer,2,14550,2600,715,0,11.0,4.8,6630,1
Ranchi,Nature,Pune,Jharkhand,East,Family,Car,Summer,2,6633,3750,1125,50,8.0,4.1,9800,0
Nagarjuna Sagar,Nature,Ahmedabad,Andhra Pradesh,South,Friends,Car,Monsoon,6,28994,3000,800,100,5.0,4.2,22900,1
Aizawl,Hill Station,Delhi,Mizoram,Northeast,Solo,Flight,Summer,6,26814,1600,480,0,20.0,4.2,12480,1
Roing,Nature,Pune,Arunachal Pradesh,Northeast,Friends,Flight,Spring,10,23549,2800,800,100,22.0,4.2,36100,0
Alibaug,Beach,Ahmedabad,Maharashtra,West,Solo,Train,Summer,8,41309,2500,700,50,3.0,4.1,25650,1
Mahabubnagar,Nature,Chennai,Telangana,South,Senior,Bus,Spring,9,42908,1690,520,50,3.0,4.0,19940,1
Sukhna Lake,Nature,Jaipur,Chandigarh,North,Family,Train,Winter,7,68497,5000,1500,0,5.0,4.4,45500,1
Kedarnath,Spiritual,Chennai,Uttarakhand,North,Family,Car,Summer,6,15248,3750,1125,0,13.0,4.7,29250,0
Nashik,Spiritual,Ahmedabad,Maharashtra,West,Friends,Train,Monsoon,6,39572,3000,900,0,4.0,4.2,23400,1
Tribal Museum DNH,Heritage,Mumbai,Dadra & Nagar Haveli,West,Couple,Train,Autumn,4,14858,2550,765,50,4.0,4.0,13310,1
Sonamarg,Nature,Mumbai,Jammu & Kashmir,North,Solo,Bike,Autumn,8,14402,2500,650,0,13.0,4.6,25200,0
Kohima,Heritage,Lucknow,Nagaland,Northeast,Friends,Train,Winter,7,42366,3400,1000,100,19.0,4.3,30900,1
Satmaliya Deer Sanctuary,Wildlife,Chennai,Dadra & Nagar Haveli,West,Friends,Bike,Spring,2,3211,3200,900,100,4.0,4.1,8300,0
Pobitora,Wildlife,Bangalore,Assam,Northeast,Family,Bike,Autumn,2,22838,4500,1250,300,14.0,4.3,11800,1
Old Goa Churches,Heritage,Bangalore,Goa,West,Couple,Bike,Spring,2,17419,3400,1020,0,4.0,4.5,8840,1
Araku Valley,Nature,Mumbai,Andhra Pradesh,South,Friends,Car,Winter,9,63147,3200,900,50,9.0,4.4,36950,1
Majuli,Nature,Mumbai,Assam,Northeast,Friends,Train,Winter,10,60346,2400,800,0,16.0,4.3,32000,1
Sundarbans,Wildlife,Mumbai,West Bengal,East,Family,Bike,Spring,3,52296,6250,1625,500,5.0,4.5,24125,1
Statue of Unity,Heritage,Delhi,Gujarat,West,Senior,Flight,Summer,6,42448,3250,780,350,7.0,4.4,24530,1
Sector 17 Chandigarh,City,Kolkata,Chandigarh,North,Solo,Car,Summer,4,18423,2200,650,0,5.0,4.1,11400,1
Agra,Heritage,Chennai,Uttar Pradesh,North,Solo,Bus,Summer,9,39902,2000,500,600,4.0,4.5,23100,1
Orchha,Heritage,Lucknow,Madhya Pradesh,Central,Family,Bus,Autumn,7,32507,3750,1200,250,9.0,4.4,34900,0
Diglipur,Adventure,Jaipur,Andaman & Nicobar,South,Family,Bike,Spring,6,58678,5000,1500,0,16.0,4.4,39000,1
Horsley Hills,Hill Station,Ahmedabad,Andhra Pradesh,South,Family,Bike,Autumn,8,77331,3750,1000,50,7.0,4.1,38050,1
